area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,industry_name,treatment_group,source_file,quarter_date,year_quarter,treatment_period,post_tariff,avg_monthly_employment,log_employment,log_wages,log_avg_weekly_wage,treated,treated_post
44009,5,313,75,0,2021,2,,6,449,455,464,6375642,4403106,91282,1076,,5.0,13.0,12.79,12.35,16.43,14.71,12.76,1.29,,-1,-14.3,58,14.8,71,18.5,49,11.8,862204,15.6,849912,23.9,31895,53.7,7,0.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,456.0,6.1224928095143865,15.66799534982062,6.98100574072173,0,0
45000,5,313,55,0,2021,2,,189,12660,12713,12711,151864153,54266431,1030663,920,,5.1,8.99,9.04,9.02,10.82,8.84,22.64,1.2,,-7,-3.6,827,7.0,1697,15.4,811,6.8,28839264,23.4,10563685,24.2,512035,98.7,103,12.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,12694.666666666666,9.448937236737473,18.838496948932384,6.824373670043086,0,0
45003,5,313,75,0,2021,2,,6,815,818,824,9172774,2728515,102784,862,,7.5,20.37,20.45,20.53,21.6,18.65,122.65,1.06,,0,0.0,143,21.3,216,35.9,173,26.6,2885740,45.9,697214,34.3,72031,234.2,108,14.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,819.0,6.70808408385307,16.031750306665117,6.759255270663693,0,0
45007,5,313,75,0,2021,2,,16,1565,1556,1568,19259562,7321287,61070,948,,16.6,35.22,35.14,35.45,49.69,37.16,49.01,1.41,,0,0.0,248,18.8,351,29.1,69,4.6,4972643,34.8,1128366,18.2,-2112,-3.3,128,15.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1563.0,7.354362330421477,16.773518222642643,6.854354502255021,0,0
45019,5,313,75,0,2021,2,,6,6,6,6,167544,10458,36,2148,,1.33,0.04,0.04,0.04,0.09,0.02,0.01,2.46,,0,0.0,2,50.0,2,50.0,2,50.0,88504,112.0,960,10.1,18,100.0,628,41.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,6.0,1.791759469228055,12.029001282318347,7.672292455628756,0,0
45021,5,313,75,0,2021,2,,11,1333,1329,1325,14394167,6382866,36498,833,,49.54,96.68,99.1,98.37,140.87,99.59,74.66,1.44,,-1,-8.3,-67,-4.8,93,7.5,-121,-8.4,2019555,16.3,713329,12.6,-1645,-4.3,133,19.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1329.0,7.192182058713246,16.482333613038996,6.725033642166843,0,0
45025,5,313,75,0,2021,2,,5,490,473,461,4499188,2086685,90610,729,,27.92,50.08,48.39,47.24,57.02,43.4,221.2,1.17,,-1,-16.7,1,0.2,-27,-5.4,-30,-6.1,-33535,-0.7,78756,3.9,48200,113.7,22,3.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,474.6666666666667,6.162612803303811,15.319407494014046,6.591673732008658,0,0
45037,5,313,75,0,2021,2,,3,387,382,388,5150007,1699328,21944,1027,,33.22,112.98,110.18,111.68,171.44,109.53,205.69,1.54,,0,0.0,12,3.2,41,12.0,13,3.5,953193,22.7,333727,24.4,9732,79.7,139,15.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,385.6666666666667,5.954973438525567,15.454508631862296,6.934397209928558,0,0
45045,5,313,75,0,2021,2,,19,1117,1119,1122,14378298,4012431,41124,988,,4.62,6.09,6.1,6.13,7.52,4.7,6.18,1.23,,-3,-13.6,70,6.7,212,23.4,220,24.4,2601976,22.1,1270212,46.3,13061,46.5,36,3.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1119.3333333333333,7.020488548969376,16.481230544420505,6.895682697747868,0,0
45051,5,313,75,0,2021,2,,4,59,68,71,662650,277742,13125,772,,1.57,0.67,0.76,0.78,0.95,0.6,2.62,1.28,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,66.0,4.189654742026425,13.404002226308824,6.648984550024776,0,0
45055,5,313,75,0,2021,2,,5,324,320,310,4610640,827192,11899,1115,,15.09,28.0,27.62,26.77,50.45,15.08,35.17,1.84,,-1,-16.7,-46,-12.4,4,1.3,-25,-7.5,-314610,-6.4,45658,5.8,2870,31.8,2,0.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,318.0,5.762051382780177,15.343877233970433,7.016609683894219,0,0
45057,5,313,75,0,2021,2,,4,436,425,418,5039461,2175071,20260,909,,9.41,24.67,24.01,23.83,27.41,29.91,46.98,1.13,,0,0.0,246,129.5,238,127.3,223,114.4,2456453,95.1,1338639,160.0,13635,205.8,-133,-12.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,426.3333333333333,6.055221512910733,15.432809689884142,6.812345094177479,0,0
45059,5,313,75,0,2021,2,,4,427,425,424,5618330,1499323,6549,1016,,17.72,30.45,30.37,30.35,47.3,23.92,12.46,1.56,,0,0.0,-13,-3.0,31,7.9,18,4.4,777125,16.1,333699,28.6,-1643,-20.1,115,12.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,425.3333333333333,6.052873175236625,15.541545024686254,6.923628628138427,0,0
45077,5,313,75,0,2021,2,,6,468,465,466,5041749,2291028,22743,832,,9.83,19.23,19.31,19.86,23.82,24.88,50.22,1.23,,-1,-14.3,-64,-12.0,-46,-9.0,-41,-8.1,387796,8.3,315438,16.0,-4196,-15.6,139,20.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,466.3333333333333,6.144900685997372,15.43326360365824,6.723832440821209,0,0
45083,5,313,75,0,2021,2,,26,1600,1700,1702,21101122,7451581,201290,974,,15.03,16.11,17.18,17.12,20.95,17.81,66.62,1.25,,0,0.0,77,5.1,94,5.9,79,4.9,3789184,21.9,1289308,20.9,122867,156.7,133,15.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1667.3333333333333,7.418980822769455,16.864836772387985,6.881411303642535,0,0
45087,5,313,75,0,2021,2,,4,319,317,324,3455840,1618633,34388,831,,36.11,63.35,62.98,64.54,83.9,66.49,173.81,1.32,,0,0.0,-98,-23.5,-34,-9.7,25,8.4,344023,11.1,151719,10.3,13006,60.8,158,23.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,320.0,5.768320995793772,15.05557611153808,6.7226297948554485,0,0
45091,5,313,75,0,2021,2,,14,533,537,550,7700481,2272396,13325,1097,,7.99,7.92,8.02,8.17,11.12,7.49,6.53,1.39,,-3,-17.6,96,22.0,-27,-4.8,-28,-4.8,1277549,19.9,497091,28.0,-6333,-32.2,158,16.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,540.0,6.29156913955832,15.856793352405365,7.00033446027523,0,0
45999,5,313,75,0,2021,2,,18,27,26,26,704488,161284,7661,2058,,3.58,0.55,0.53,0.53,0.86,0.59,2.66,1.61,,1,5.9,-5,-15.6,-5,-16.1,-4,-13.3,-80903,-10.3,-36534,-18.5,3904,103.9,109,5.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,26.333333333333332,3.270835563798912,13.465226576818813,7.629489916393995,0,0
47000,5,313,55,0,2021,2,,81,3547,3564,3567,49926209,3087025,79925,1079,,1.8,1.76,1.77,1.76,2.21,0.88,2.27,1.26,,10,14.1,498,16.3,675,23.4,284,8.7,7993129,19.1,722911,30.6,-29686,-27.1,30,2.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,3559.3333333333335,8.177328540392022,17.72605665329743,6.983789965258135,0,0
47037,5,313,75,0,2021,2,,6,693,692,683,12948906,237565,603,1445,,0.88,2.09,2.08,2.04,2.94,0.43,0.1,1.42,,0,0.0,52,8.1,37,5.6,-4,-0.6,694873,5.7,-54246,-18.6,-2970,-83.1,19,1.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,689.3333333333334,6.53572494696021,16.37652186377681,7.275864600546533,0,0
47053,5,313,75,0,2021,2,,5,105,108,102,1488208,246478,17142,1090,,19.81,11.06,11.31,10.71,18.5,13.43,86.32,1.68,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,105.0,4.653960350157523,14.213083269552406,6.993932975223189,0,0
47093,5,313,75,0,2021,2,,5,36,34,33,410889,30713,161,921,,1.43,0.22,0.21,0.21,0.24,0.11,0.07,1.12,,1,25.0,-8,-18.2,-11,-24.4,-11,-25.0,-96531,-19.0,-19399,-38.7,4,2.5,41,4.7,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,34.333333333333336,3.5361166995615263,12.926078384009392,6.825460036255307,0,0
47157,5,313,75,0,2021,2,,7,35,38,37,879652,41958,375,1845,,1.28,0.11,0.12,0.11,0.21,0.08,0.08,1.89,,0,0.0,6,20.7,5,15.2,1,2.8,194119,28.3,2561,6.5,-319,-46.0,231,14.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,36.666666666666664,3.6018680771243066,13.687281653696166,7.520234556474628,0,0
47165,5,313,75,0,2021,2,,3,17,18,18,346995,7544,38,1511,,2.76,0.44,0.47,0.46,0.93,0.1,0.05,2.06,N,-1,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,17.666666666666668,2.8716796248840124,12.75706564960328,7.32052696227274,0,0
48000,5,313,55,0,2021,2,,133,1910,1891,1892,23214627,3182692,70807,941,,0.7,0.23,0.23,0.23,0.22,0.16,0.22,0.99,,3,2.3,318,20.0,301,18.9,199,11.8,4271057,22.5,1030832,47.9,37062,109.8,44,4.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1897.6666666666667,7.548380340282972,16.96029311210915,6.846943139585379,0,0
48029,5,313,75,0,2021,2,,8,146,151,148,1929605,208486,7008,1001,,0.72,0.25,0.26,0.26,0.3,0.15,0.34,1.17,,-2,-20.0,42,40.4,41,37.3,32,27.6,647369,50.5,75779,57.1,4437,172.6,104,11.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,148.33333333333334,4.999461993498131,14.47282587672226,6.90875477931522,0,0
48061,5,313,75,0,2021,2,,4,107,102,103,1063830,307348,5629,787,,2.39,1.1,1.05,1.06,1.45,1.16,1.55,1.36,N,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,104.0,4.6443908991413725,13.877386161682342,6.668228248417403,0,0
48085,5,313,75,0,2021,2,,7,90,90,89,1629859,84377,1016,1398,,0.91,0.29,0.29,0.29,0.37,0.12,0.09,1.27,,1,16.7,6,7.1,3,3.4,3,3.5,-37203,-2.2,17863,26.9,64,6.7,-99,-6.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,89.66666666666667,4.496099090933729,14.304004065973855,7.242797922793756,0,0
48113,5,313,75,0,2021,2,,15,88,97,91,1259467,190337,4567,1053,,0.73,0.08,0.08,0.08,0.07,0.07,0.09,0.93,,-3,-16.7,-40,-31.2,-29,-23.0,-44,-32.6,-55976,-4.3,-15746,-7.6,2808,159.6,273,35.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,92.0,4.5217885770490405,14.046199173558191,6.959398512133975,0,0
48121,5,313,75,0,2021,2,,5,53,50,50,534803,59778,556,807,,1.1,0.29,0.27,0.27,0.25,0.13,0.08,0.91,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,51.0,3.9318256327243257,13.189653733767864,6.693323668269949,0,0
48141,5,313,75,0,2021,2,,4,116,112,110,686254,190828,3879,469,,0.99,0.57,0.55,0.54,0.39,0.37,0.54,0.7,,-1,-20.0,35,43.2,42,60.0,39,54.9,222083,47.8,49299,34.8,78,2.1,-14,-2.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,112.66666666666667,4.724433606814909,13.43900310056849,6.150602768446279,0,0
48201,5,313,75,0,2021,2,,16,233,226,225,2125537,340277,6098,717,,0.52,0.15,0.15,0.15,0.1,0.1,0.1,0.66,,1,6.7,35,17.7,-12,-5.0,-10,-4.3,238218,12.6,-36797,-9.8,-667,-9.9,68,10.5,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,228.0,5.429345628954441,14.569535034298253,6.57507584059962,0,0
48439,5,313,75,0,2021,2,,8,118,112,125,1456799,150473,5654,947,,0.66,0.19,0.18,0.2,0.2,0.11,0.27,1.02,,-2,-20.0,0,0.0,-11,-8.9,5,4.2,164354,12.7,17245,12.9,2709,92.0,121,14.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,118.33333333333333,4.773505500807306,14.191752120959276,6.853299093186078,0,0
48453,5,313,75,0,2021,2,,6,37,37,40,389671,104807,323,789,,0.49,0.07,0.07,0.07,0.05,0.09,0.02,0.65,,-2,-25.0,2,5.7,-7,-15.9,-4,-9.1,14408,3.8,-19194,-15.5,-1820,-84.9,85,12.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,38.0,3.6375861597263857,12.873058072340173,6.670766320845874,0,0
48999,5,313,75,0,2021,2,,12,5,5,6,88540,11717,126,1277,,1.04,0.02,0.02,0.03,0.02,0.02,0.01,0.81,,1,9.1,-9,-64.3,-14,-73.7,-19,-76.0,-172711,-66.1,-41273,-77.9,-156,-55.3,238,22.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,5.333333333333333,1.6739764335716716,11.391209706286132,7.152268856032539,0,0
49000,5,313,55,0,2021,2,,25,301,312,327,2330792,2108804,7329,572,,0.85,0.28,0.29,0.31,0.2,0.18,0.14,0.69,,0,0.0,-153,-33.7,-102,-24.6,-69,-17.4,-1229036,-34.5,-1172071,-35.7,-4380,-37.4,-78,-12.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,313.3333333333333,5.74726758659594,14.661718681947242,6.349138991379798,0,0
49035,5,313,75,0,2021,2,,9,114,113,115,1120095,1018732,3606,756,,0.66,0.23,0.23,0.23,0.18,0.18,0.14,0.8,,-1,-10.0,-177,-60.8,-133,-54.1,-109,-48.7,-1417822,-55.9,-1326245,-56.6,-3610,-50.0,-14,-1.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,114.0,4.736198448394496,13.928924061102714,6.628041376179533,0,0
50000,5,313,55,0,2021,2,,10,109,114,115,1213472,312984,4470,828,,1.48,0.56,0.58,0.58,0.58,0.45,0.38,1.01,,0,0.0,-3,-2.7,10,9.6,1,0.9,-118395,-8.9,-50727,-13.9,-6469,-59.1,-103,-11.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,112.66666666666667,4.724433606814909,14.008996230128984,6.71901315438526,0,0
51000,5,313,55,0,2021,2,,51,2971,2964,2981,33525170,4020360,84386,868,,0.7,1.15,1.15,1.15,1.01,0.87,1.64,0.88,,4,8.5,364,14.0,342,13.0,331,12.5,7100072,26.9,1072168,36.4,38562,84.2,94,12.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2972.0,7.99699040583765,17.327807057961813,6.7661917146603505,0,0
53000,5,313,55,0,2021,2,,24,450,446,424,5843402,5304443,72795,1022,,0.36,0.2,0.2,0.19,0.16,0.17,0.24,0.84,,1,4.3,254,129.6,244,120.8,-7,-1.6,2194784,60.2,2194260,70.6,31948,78.2,6,0.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,440.0,6.0867747269123065,15.580823719443776,6.92951677076365,0,0
53033,5,313,75,0,2021,2,,6,80,77,77,910817,838422,10447,898,,0.25,0.09,0.08,0.08,0.04,0.06,0.08,0.53,,1,20.0,42,110.5,36,87.8,36,87.8,550732,152.9,538337,179.4,6666,176.3,206,29.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,78.0,4.356708826689592,13.722097277907503,6.8001700683022,0,0
54000,5,313,55,0,2021,2,,5,50,68,63,578154,271113,5073,737,,0.38,0.11,0.15,0.14,0.13,0.19,0.16,0.98,N,2,66.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,60.333333333333336,4.099884742597716,13.26759554815291,6.602587892189336,0,0
55000,5,313,55,0,2021,2,,27,1233,1229,1241,19826851,3560928,50082,1236,,0.59,0.65,0.65,0.65,0.99,0.49,0.52,1.52,,-1,-3.6,78,6.8,102,9.1,99,8.7,2992178,17.8,955250,36.7,13552,37.1,101,8.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1234.3333333333333,7.118286292245503,16.80254768808767,7.119635638017636,0,0
55087,5,313,75,0,2021,2,,3,384,381,387,6170682,420310,5051,1236,,2.16,5.47,5.41,5.41,8.52,1.5,1.23,1.57,,0,0.0,-22,-5.4,-12,-3.1,-5,-1.3,60688,1.0,144978,52.7,3277,184.7,52,4.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,384.0,5.950642552587727,15.635319924619074,7.119635638017636,0,0
72127,5,313,75,0,2021,2,,3,12,12,12,76777,24766,1216,492,,1.07,0.08,0.08,0.08,0.07,0.09,0.17,0.9,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,12.0,2.4849066497880004,11.248660395116255,6.198478716492308,0,0
C1154,5,313,45,0,2021,2,,3,384,381,387,6170682,420310,5051,1236,,1.88,4.77,4.72,4.71,7.59,1.29,1.09,1.61,,0,0.0,-22,-5.4,-12,-3.1,-5,-1.3,60688,1.0,144978,52.7,3277,184.7,52,4.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,384.0,5.950642552587727,15.635319924619074,7.119635638017636,0,0
C1206,5,313,45,0,2021,2,,61,2329,2313,2334,35069584,3677013,73233,1160,,1.37,1.32,1.31,1.32,1.54,0.8,1.47,1.17,,-1,-1.6,184,8.6,-14,-0.6,-102,-4.2,1351585,4.0,441449,13.6,13370,22.3,34,3.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2325.3333333333335,7.751618676920706,17.372844760055703,7.05617528410041,0,0
C1226,5,313,45,0,2021,2,,13,1830,1822,1829,21590151,5291329,158518,909,,4.21,11.96,12.08,12.14,13.91,12.66,40.26,1.15,,-1,-7.1,604,49.3,550,43.2,377,26.0,6587987,43.9,1395620,35.8,95796,152.7,33,3.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1827.0,7.510430556378006,16.887747796445225,6.812345094177479,0,0
C1242,5,313,45,0,2021,2,,8,80,74,79,724605,203203,1072,718,,0.46,0.11,0.1,0.11,0.07,0.12,0.04,0.64,,-2,-20.0,25,45.5,9,13.8,14,21.5,181809,33.5,33582,19.8,-1349,-55.7,41,6.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,77.66666666666667,4.352426164897591,13.493381957778125,6.576469569048224,0,0
C1258,5,313,45,0,2021,2,,11,93,111,116,1508945,195927,7269,1088,,0.62,0.11,0.13,0.13,0.13,0.13,0.14,1.08,,2,22.2,-5,-5.1,57,105.6,9,8.4,377394,33.4,96453,97.0,3357,85.8,80,7.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,106.66666666666667,4.669708707125663,14.226921289106949,6.992096427415888,0,0
C1262,5,313,45,0,2021,2,,3,25,25,26,246310,105553,5381,748,,2.51,0.54,0.55,0.56,0.57,0.76,2.08,1.04,,0,0.0,7,38.9,0,0.0,1,4.0,71275,40.7,8599,8.9,1107,25.9,154,25.9,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,25.333333333333332,3.2321210516182215,12.414346184177655,6.617402977974478,0,0
C1294,5,313,45,0,2021,2,,4,92,90,89,1082324,122822,2344,922,,0.62,0.36,0.36,0.36,0.39,0.25,0.37,1.09,,0,0.0,1,1.1,7,8.4,3,3.5,120670,12.5,24629,25.1,234,11.1,68,8.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,90.33333333333333,4.503506532211591,13.894621139035067,6.826545223556594,0,0
C1398,5,313,45,0,2021,2,,4,282,283,283,5006036,199372,5172,1362,,3.68,5.96,6.04,6.31,11.75,2.39,4.62,1.93,,0,0.0,-4,-1.4,-5,-1.7,-10,-3.4,790018,18.7,-54001,-21.3,-287,-5.3,240,21.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,282.6666666666667,5.644268347123793,15.426154942318353,7.216709486709457,0,0
C1426,5,313,45,0,2021,2,,7,25,26,24,484050,223701,1293,1489,,1.02,0.11,0.11,0.1,0.2,0.08,0.09,1.89,,-1,-12.5,1,4.2,0,0.0,-4,-14.3,273699,130.1,93671,72.0,327,33.9,867,139.4,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,25.0,3.2188758248682006,13.089943486148218,7.305860032684009,0,0
C1486,5,313,45,0,2021,2,,3,22,23,22,380001,49908,1776,1309,,0.31,0.08,0.09,0.08,0.08,0.05,0.06,0.95,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,22.333333333333332,3.106080330722856,12.847929163278053,7.1770187659099,0,0
C1518,5,313,45,0,2021,2,,4,107,102,103,1063830,307348,5629,787,,2.39,1.1,1.05,1.06,1.45,1.16,1.55,1.36,N,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,104.0,4.6443908991413725,13.877386161682342,6.668228248417403,0,0
C1550,5,313,45,0,2021,2,,31,1667,1670,1688,18777735,13019528,59407,862,,32.32,39.31,39.39,39.96,48.21,34.58,35.14,1.22,,1,3.3,209,14.3,147,9.7,134,8.6,3043596,19.3,1635402,14.4,1212,2.1,61,7.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,1675.0,7.423568444259167,16.748182417442024,6.759255270663693,0,0
C1594,5,313,45,0,2021,2,,4,9,9,9,161817,15757,287,1383,,1.72,0.08,0.08,0.08,0.17,0.06,0.05,2.01,,0,0.0,3,50.0,3,50.0,2,28.6,16703,11.5,-3869,-19.7,142,97.9,-380,-21.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,9.0,2.1972245773362196,11.994221346072441,7.232010331664759,0,0
C1674,5,313,45,0,2021,2,,100,5637,5581,5588,66401535,44607376,359376,912,,5.06,6.87,6.8,6.8,6.56,6.69,9.43,0.96,,-1,-1.0,227,4.2,94,1.7,96,1.7,13429833,25.4,11734808,35.7,49813,16.1,166,22.3,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,5602.0,8.630878955820053,18.011230731649338,6.815639990074331,0,0
C1686,5,313,45,0,2021,2,,19,2238,2266,2294,28888756,3306023,122310,981,,5.45,13.6,13.77,13.97,17.02,10.95,41.88,1.24,,0,0.0,776,53.1,264,13.2,253,12.4,7768196,36.8,864566,35.4,34962,40.0,96,10.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,2266.0,7.725771441587952,17.178963011633,6.8885724595653635,0,0
C1698,5,313,45,0,2021,2,,50,796,776,761,11737074,3053201,48628,1161,,0.8,0.28,0.27,0.26,0.3,0.3,0.26,1.12,,-2,-3.8,96,13.7,78,11.2,25,3.4,2306968,24.5,583922,23.6,14209,41.3,141,13.8,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,777.6666666666666,6.65629798335332,16.278263107910302,7.057036981697891,0,0
C1714,5,313,45,0,2021,2,,16,772,778,780,15283020,511609,12573,1514,,1.1,1.11,1.12,1.11,1.88,0.32,0.4,1.69,,3,23.1,-2,-0.3,19,2.5,54,7.4,781830,5.4,232146,83.1,6573,109.6,33,2.2,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,776.6666666666666,6.655011257891637,16.54225296615271,7.322510433997394,0,0
C1730,5,313,45,0,2021,2,,4,185,181,184,2996067,184151,1973,1257,,2.78,3.04,2.97,3.03,5.68,1.34,1.09,1.89,,1,33.3,45,32.1,40,28.4,22,13.6,595890,24.8,-50583,-21.5,-86,-4.2,7,0.6,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,183.33333333333334,5.211305989558407,14.912810986520064,7.136483208590247,0,0
C1790,5,313,45,0,2021,2,,13,639,638,632,7682208,2424770,62953,929,,2.51,2.56,2.56,2.55,3.15,2.46,8.83,1.23,,0,0.0,53,9.0,96,17.7,15,2.4,732112,10.5,574924,31.1,42604,209.4,10,1.1,Textile Mills,control,Textile_Mill_2021_Q2.csv,2021-04-01,2021Q2,biden_era,1,636.3333333333334,6.455722535057638,15.854417563803649,6.834108738813838,0,0
